,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
2020.1.29,河北,65,17,64,137,38,0,0,1,0,0,8,0,1581,49,1495,,,,,,,,,
2020.1.29,山西,35,8,34,,,1,,0,,34,1,1,837,116,,,,,,,,,,
2020.1.29,内蒙古,18,2,18,10,1,,,,,,3,2,490,0,490,,,,,,,,,
2020.1.29,辽宁,41,5,35,,,1,1,,,,,,650,73,577,,,,,,,,,
2020.1.29,吉林,14,5,9,,,,,,,,,,360,,,,,,,,,,,
2020.1.29,黑龙江,43,6,42,,48,,,1,,,6,,1470,118,443,,,,,,,,,
2020.1.29,上海,101,21,95,185,18,5,1,1,0,95,0,4,,,,,,,,,,,,
2020.1.29,江苏,129,30,128,,,1,,,,,1,,2069,65,1952,,,,,,,,,
2020.1.29,浙江,428,132,424,,,4,1,,,,54,,8011,20,7629,,,,,,,,,
2020.1.29,安徽,200,48,198,161,45,2,2,,,,,,3638,,,,,,,,,,,
2020.1.29,福建,101,21,101,111,84,,,,,,12,3,,109,1932,,,,,,,,,
2020.1.29,江西,162,53,159,,,3,0,0,0,,16,0,5228,42,5063,,,,,,,,,
2020.1.29,山东,145,24,144,79,,1,1,0,0,0,0,0,3960,15,3867,,,,,,,,,
2020.1.29,河南,278,72,273,29,,2,1,2,0,,37,4,5288,187,4760,,,,,,,,,
2020.1.29,湖北,4586,1032,4334,,,90,10,162,37,4334,711,277,28780,,26632,,,,,,,,,
2020.1.29,湖南,332,55,330,,,2,2,0,0,,34,,5990,251,5602,,,,,,,,,
2020.1.29,广东,311,70,305,,,6,1,,,,34,12,1514,,1514,,,,,,,,,
2020.1.29,广西,78,20,,,,0,,,,,5,2,961,,883,,,,,,,,,
2020.1.29,海南,46,3,44,,,1,1（没有报告来源）,1,0,,7,,1119,102,1017,,,,,,,,,
2020.1.29,重庆,165,18,164,,,1,1,0,0,,18,4,3619,256,3363,,,,,,,,,
2020.1.29,四川,142,34,140,,,1,1,1,1,140,,2,,103,2931,,,,,,,,,
2020.1.29,贵州,12,3,11,6,6,1,0,0,0,12,3,,353,21+1确诊+4疑似,327,,,,,,,,,
2020.1.29,云南,70,19,70,,191,,,,,,6,1,,,1857,,,,,,,,,
2020.1.29,西藏,,,,1,1,,,,,,,,,,,,,,,,,,,
2020.1.29,陕西,56,10,56,0,5,,,,,,,,1288,,389,,,,,,,,,
2020.1.29,甘肃,26,2,26,,,0,0,0,0,,6,0,556,10,,,,,,,,,,
2020.1.29,青海,6,0,6,1,1,,,,,,,,81,3,,,,,,,,,,
2020.1.29,宁夏,17,5,17,1,,,,,,,,,,,,,,,,,,,,
2020.1.29,新疆,14,1,14,,,0,0,0,0,,3,1,510,18,492,,,,,,,,,
2020.1.30,全国,9692,1982,9308,15238,4812,171,47,213,43,,1527,,113579,4201,102427,,,,,,,,,
2020.1.30,北京,132,21,126,,,5,1,1,0,126,,,,,,,,,,,,,,
2020.1.30,天津,31,4,31,,,0,0,0,0,,13,0,217,2,208,,,,,,,,,
2020.1.30,河北,82,17,81,78,51,0,0,1,0,0,7,0,1899,109,1698,,,,,,,,,
2020.1.30,山西,39,4,38,,,1,,0,,38,1,1,1092,144,901,,,,,,,,,
2020.1.30,内蒙古,20,2,20,11,1,,,,,,4,2,83,0,83,,,,,,,,,
2020.1.30,辽宁,45,4,40,,,1,,,,,,,744,73,671,,,,,,,,,
2020.1.30,吉林,14,0,13,,,1,1,,,13,,,675,,,,,,,,,,,
2020.1.30,黑龙江,59,16,57,,74,,,2,1,,7,,1869,189,516,,,,,,,,,
2020.1.30,上海,128,27,122,164,-21,5,0,1,0,122,0,5,,,,,,,,,,,,
2020.1.30,江苏,168,39,166,,,2,1,,,,1,,2644,20,2507,,,,,,,,,
2020.1.30,浙江,537,109,528,,,9,5,,,,50,10,9297,86,8801,,,,,,,,,
2020.1.30,安徽,237,37,234,231,70,3,1,,,,3,,4997,,,,,,,,,,,
2020.1.30,福建,120,19,120,116,56,,,,,,8,4,,143,2501,,,,,,,,,
2020.1.30,江西,240,78,233,,,7,4,0,0,,33,0,6842,110,6567,,,,,,,,,
2020.1.30,山东,178,33,176,90,,2,1,0,0,0,10,1,4869,162,4597,,,,,,,,,
2020.1.30,河南,352,74,347,,4,3,1,2,0,,37,5,7512,804,6215,,,,,,,,,
2020.1.30,湖北,5806,1220,5486,,,116,26,204,42,5486,804,290,35144,,32340,,,,,,,,,
2020.1.30,湖南,389,57,386,,,3,1,0,0,,35,,7708,360,6960,,,,,,,,,
2020.1.30,广东,393,82,384,,,9,3,,,,,,1950,,1950,,,,,,,,,
2020.1.30,广西,87,9,,,,,,,,,,,410,,397,,,,,,,,,
2020.1.30,海南,49,3,47,,,1,0,1,0,,8,,1259,190,1069,,,,,,,,,
2020.1.30,重庆,206,41,205,,,1,0,0,0,,18,4,4125,707,3418,,,,,,,,,
2020.1.30,四川,177,36,175,,,1,0,1,0,175,,4,,345,4214,,,,,,,,,
2020.1.30,贵州,15,3,14,61,55,1,0,0,0,,4,,389,21+1确诊+5疑似,362,,,,,,,,,
2020.1.30,云南,80,10,80,,236,,,,,,5,3,,,2846,,,,,,,,,
2020.1.30,西藏,1,1,1,,,,,,,,,,,,,,,,,,,,,
2020.1.30,陕西,63,7,63,121,116,,,,,,3,,1979,,691,,,,,,,,,
2020.1.30,甘肃,29,3,29,,,0,0,0,0,,5,1,700,46,654,,,,,,,,,
2020.1.30,青海,8,2,8,,,,,,,,1,,105,,,,,,,,,,,
2020.1.30,宁夏,21,4,21,1,,,,,,,1,,,,,,,,,,,,,
2020.1.30,新疆,17,3,17,,,0,0,0,0,,3,1,,,728,,,,,,,,,
2020.1.31,全国,11791,2102,11289,17988,5019,243,72,259,46,,1795,,136987,6509,118478,,,,,,,,,
2020.1.31,北京,156,24,150,,,5,0,1,0,150,,,,,,,,,,,,,,
2020.1.31,天津,32,1,32,,,0,0,0,0,,14,0,232,2,223,,,,,,,,,
2020.1.31,河北,96,14,95,235,47,0,0,1,0,0,8,0,2354,52,2045,,,,,,,,,
2020.1.31,山西,47,8,46,75,28,1,,0,,,2,1,1333,41,1101,,,,,,,,,
2020.1.31,内蒙古,23,3,22,16,5,1,1,,,,4,2,634,53,581,,,,,,,,,
2020.1.31,辽宁,60,15,44,,,1,,,,,,,804,95,709,,,,,,,,,
2020.1.31,吉林,17,3,16,,,1,0,,,16,,,831,,,,,,,,,,,
2020.1.31,黑龙江,80,21,78,,76,,,2,,,12,,2530,186,700,,,,,,,,,
2020.1.31,上海,153,25,143,167,3,9,4,1,0,143,3,6,,,,,,,,,,,,
2020.1.31,江苏,202,34,197,,,5,3,,,,2,,3248,27,3084,,,,,,,,,
2020.1.31,浙江,599,62,584,,,15,6,,,,51,10,11110,91,10023,,,,,,,,,
2020.1.31,安徽,297,60,294,308,77,3,,,,,,3,5967,,,,,,,,,,,
2020.1.31,福建,144,24,144,111,52,,,,,,8,3,,193,3048,,,,,,,,,
2020.1.31,江西,286(国家核减九江市确诊病例1例),46,277,,,9,2,0,0,,33,0,8039,216,7548,,,,,,,,,
2020.1.31,山东,202,24,200,83,,2,0,0,0,0,12,1,6333,424,5614,,,,,,,,,
2020.1.31,河南,422,70,417,751,14,3,0,2,0,,36,5,8908,1964,6238,,,,,,,,,
2020.1.31,湖北,7153,1347,6738,,,166,50,249,45,6738,956,338,41075,,36838,,,,,,,,,
2020.1.31,湖南,463,74,455,,,8,5,0,0,,44,,9599,605,8246,,,,,,,,,
2020.1.31,广东,520,127,511,,,9,0,,,,,,1965,,1965,,,,,,,,,
2020.1.31,广西,100,13,,,,2,,,,,7,3,3487,26,2700,,,,,,,,,
2020.1.31,海南,57,8,55,,,1,0,1,0,,9,,1549,489,1060,,,,,,,,,
2020.1.31,重庆,238,32,236,,,1,0,1,1,,20,6,5868,1079,4789,,,,,,,,,
2020.1.31,四川,207,30,203,,,3,2,1,0,203,,4,,445,4225,,,,,,,,,
2020.1.31,贵州,29,14,27,67,61,2,1,0,0,,5,,469,40+10确诊+3疑似,416,,,,,,,,,
2020.1.31,云南,91,11,91,,228,1,1,,,,5,4,,16,2642,,,,,,,,,
2020.1.31,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.1.31,陕西,87,24,87,132,47,,,,,,,,2779,,800,,,,,,,,,
2020.1.31,甘肃,35,6,35,,,0,0,0,0,,5,1,931,45,886,,,,,,,,,
2020.1.31,青海,9,1,9,,,,,,,,1,,135,,,,,,,,,,,
2020.1.31,宁夏,26,5,26,1,,,,,,,2,,792,,792,,,,,,,,,
2020.1.31,新疆,18,1,18,,,0,0,0,0,,4,1,,,902,,,,,,,,,
2020.2.1,全国,14380,2590,13748,19544,4562,328,85,304,45,,2110,,163844,8044,137594,,,,,,,,,
2020.2.1,北京,183,27,173,,,9,4,1,0,173,,,,,,,,,,,,,,
2020.2.1,天津,41,9,41,,,0,0,0,0,,13,3,301,13,276,,,,,,,,,
2020.2.1,河北,104,8,100,295,60,3,3,1,0,0,9,0,3132,176,2540,,,,,,,,,
2020.2.1,山西,56,9,55,64,26,1,,0,,,3,1,1634,95,1307,,,,,,,,,
2020.2.1,内蒙古,27,4,26,16,7,1,,,,,2,2,1110,2,1108,,,,,,,,,
2020.2.1,辽宁（截至2.2晚上10点）,64,4,59,,,1,,,,,,,898,110,788,,,,,,,,,
2020.2.1,吉林,23,6,22,,,1,0,,,22,4,,982,,,,,,,,,,,
2020.2.1,黑龙江,95,15,91,,79,2,2,2,,,13,,2931,360,813,,,,,,,,,
2020.2.1,上海,177,24,166,168,1,10,1,1,0,166,4,7,,,,,,,,,,,,
2020.2.1,江苏,236,34,230,,,6,1,,,,1,,3992,52,3776,,,,,,,,,
2020.2.1,浙江,661,62,638,,,23,8,,,,52,12,11961,495,10397,,,,,,,,,
2020.2.1,安徽,340,43,335,390,82,5,2,,,,,4,7481,,410,,,,,,,,,
2020.2.1,福建,159,15,159,99,39,,,,,,7,5,,265,3613,,,,,,,,,
2020.2.1,江西,333,47,323,,,10,1,0,0,,32,0,9254,334,8429,,,,,,,,,
2020.2.1,山东,225,23,220,81,33,5,3,0,0,0,15,1,7277,350,6194,,,,,,,,,
2020.2.1,河南,493,71,487,754,17,4,1,2,0,,32,12,11012,1263,7162,,,,,,,,,
2020.2.1,湖北,9074,1921,8565,,,215,49,294,45,8565,1118,444,48571,,43121,,,,,,,,,
2020.2.1,湖南,521,58,505,,,16,8,0,0,,47,,11593,921,9319,,,,,,,,,
2020.2.1,广东,604,84,592,,,12,3,,,604,50,20,2418,,2418,,,,,,,,,
2020.2.1,广西,111,11,,,,,,0,,,6,2,4223,67,3119,,,,,,,,,
2020.2.1,海南,63,6,61,,,1,0,1,0,,10,,1643,616,1027,,,,,,,,,
2020.2.1,重庆,262,24,258,,,3,2,1,0,,26,6,7327,1581,5746,,,,,,,,,
2020.2.1,四川,231,24,227,,,3,0,1,0,227,,5,,334,5038,,,,,,,,,
2020.2.1,贵州,38,9,36,65,,2,0,0,0,,6,,567,50+12确诊+3疑似,502,,,,,,,,,
2020.2.1,云南,99,8,99,,261,,2,,,,6,3,,,3279,,,,,,,,,
2020.2.1,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.2.1,陕西,101,15,101,158,47,,,,,,,,3564,,785,,,,,,,,,
2020.2.1,甘肃,40,5,39,0,10,1,1,0,0,,6,1,1125,79,1046,,,,,,,,,
2020.2.1,青海,9,0,9,2,2,,,,,,1,,141,3,138,,,,,,,,,
2020.2.1,宁夏,28,2,28,8,7,,,,,,4,,,,,,,,,,,,,
2020.2.1,新疆,21,3,21,,,0,0,0,0,,4,1,,,1151,,,,,,,,,
2020.2.2,全国,17205,2829,16369,21558,5173,475,147,361,57,,2296,,189583,10055,152700,,,,,,,,,
2020.2.2,北京,212,29,199,,,12,3,1,0,199,,11,,,,,,,,,,,,
2020.2.2,天津,48,7,47,,,1,1,0,0,,15,3,356,15,327,,,,,,,,,
2020.2.2,河北,113,9,109,345,50,3,0,1,0,0,12,0,3796,501,2797,,,,,,,,,
2020.2.2,山西,66,10,64,64,32,2,1,0,,64,5,0,1970,101,1539,,,,,,,,,
2020.2.2,内蒙古,34,7,33,16,,1,,,,,2,2,1129,30,1099,,,,,,,,,
2020.2.2,辽宁（截至2.3号19时）,70,6,63,,,1,,,,,,,1172,216,956,,,,,,,,,
2020.2.2,吉林,31,8,30,,,1,0,,,30,,,1181,71,1110,,,,,,,,,
2020.2.2,黑龙江,118,23,114,,73,2,,2,,,17,,4089,321,1106,,,,,,,,,
2020.2.2,上海,193,16,182,173,5,10,0,1,0,182,5,7,,,,,,,,,,,,
2020.2.2,江苏,271,35,264,,,7,1,,,,2,,4584,64,4304,,,,,,,,,
2020.2.2,浙江,724,63,688,,,36,13,,,,58,12,12673,587,10566,,,,,,,,,
2020.2.2,安徽,408,68,401,465,75,7,2,,,,,4,8975,,,,,,,,,,,
2020.2.2,福建,179,20,179,96,47,,,,,,13,7,,433,3910,,,,,,,,,
2020.2.2,江西,391（国家核减赣州市确诊病例1例）,58,373,,,18,8,0,0,,34,0,10477,349,9303,,,,,,,,,
2020.2.2,山东,246,21,240,62,28,6,1,0,0,0,16,1,7825,428,6299,,,,,,,,,
2020.2.2,河南,566,73,550,,26,14,10,2,0,,30,14,12797,1424,8250,,,,,,,,,
2020.2.2,湖北,11177,2103,10532,,,295,80,350,56,9618,1223,478,56088,,48171,,,,,,,,,
2020.2.2,湖南,593,72,571,,,22,6,0,0,,51,,13101,896,9931,,,,,,,,,
2020.2.2,广东,683,79,669,1,0,14,2,,,669,57,20,2418,,2418,,,,,,,,,
2020.2.2,广西,127,16,,,,2,,,,,5,2,5054,,3632,,,,,,,,,
2020.2.2,海南,70,7,65,,,4,3,1,0,,10,,1736,666,1070,,,,,,,,,
2020.2.2,重庆,300,38,291,,,7,4,2,1,,23,6,8429,1958,6471,,,,,,,,,
2020.2.2,四川,254,23,241,,,12,9,1,0,241,,9,,288,6001,,,,,,,,,
2020.2.2,贵州,46,8,44,26,,2,0,0,0,,6,4,567,50+13确诊+3疑似,501,,,,,,,,,
2020.2.2,云南,109,10,109,,,3,1,,,,7,3,,523,3592,,,,,,,,,
2020.2.2,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.2.2,陕西,116,15,116,201,77,,,,,,4,,4394,264,830,,,,,,,,,
2020.2.2,甘肃,51,11,48,,3,3,2,0,0,48,4,1,1271,121,1150,,,,,,,,,
2020.2.2,青海,13,4,13,,,,,,,,,,264,1,263,,,,,,,,,
2020.2.2,宁夏,31,3,31,12,4,,,,,,4,,992,,992,,,,,,,,,
2020.2.2,新疆,24,3,24,,,0,0,0,0,,6,2,,,1254,,,,,,,,,
2020.2.3,全国,20438,3235,19381,23214,5072,632,157,425,64,,2788,,221015,12755,171329,,,,,,,,,
2020.2.3,北京,228,16,204,,,23,11,1,0,204,,9,,,,,,,,,,,,
2020.2.3,天津,60,12,59,,,1,0,0,0,,15,3,410,23,369,,,,,,,,,
2020.2.3,河北,126,13,122,386,41,3,0,1,0,0,12,0,4084,298,2617,,,,,,,,,
2020.2.3,山西,74,8,72,62,21,2,,0,,72,5,0,2212,179,1602,,,,,,,,,
2020.2.3,内蒙古,35,1,34,16,,1,,,,,2,2,1156,60,1096,,,,,,,,,
2020.2.3,辽宁（截至2.4号21：30）,74,4,69,,,1,,,,,,,1253,228,1015,,,,,,,,,
2020.2.3,吉林,42,11,41,,,1,0,,,41,,,1442,177,1265,,,,,,,,,
2020.2.3,黑龙江,155,37,151,,93,2,,2,,,17,,4926,298,1389,,,,,,,,,
2020.2.3,上海,208,15,197,168,-5,10,0,1,0,197,6,8,,,,,,,,,,,,
2020.2.3,江苏,308,37,300,,,8,1,,,,2,,5287,203,4804,,,,,,,,,
2020.2.3,浙江,829,105,781,,,48,12,,,,58,15,14294,962,11423,,,,,,,,,
2020.2.3,安徽,480,72,466,522,57,14,7,,,,,5,10099,,,,,,,,,,,
2020.2.3,福建,194,15,193,87,32,1,1,,,,15,7,,557,4235,,,,,,,,,
2020.2.3,江西,476,85,457,,,19,1,0,0,,37,0,12120,653,10293,,,,,,,,,
2020.2.3,山东,270,24,263,70,24,7,1,0,0,0,20,2,8777,955,6273,,,,,,,,,
2020.2.3,河南,675,109,653,,44,20,6,2,0,,39,15,14533,1827,9030,,,,,,,,,
2020.2.3,湖北,13522,2345,12712,,,396,101,414,64,10990,1567,576,68988,,58544,,,,,,,,,
2020.2.3,湖南,661,68,626,,,35,13,0,0,,57,,14840,1785,9885,,,,,,,,,
2020.2.3,广东,797,114,777,180,179,20,6,,,777,61,25,2999,,2999,,,,,,,,,
2020.2.3,广西,139,12,,,,,,,,,8,4,5644,,3262,,,,,,,,,
2020.2.3,海南,79,9,74,,,4,0,1,0,,10,,1893,863,1030,,,,,,,,,
2020.2.3,重庆,337,37,326,,,9,2,2,0,,23,6,9733,2988,6745,,,,,,,,,
2020.2.3,四川,282,28,267,,,14,2,1,0,267,,13,,563,6176,,,,,,,,,
2020.2.3,贵州,56,10,54,26,,2,0,0,0,,6,6,670,97+15确诊+4疑似,552,,,,,,,,,
2020.2.3,云南,117,8,,225,,5,2,,,,7,3,,345,3936,,,,,,,,,
2020.2.3,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.2.3,陕西,128,12,128,205,36,,,,,,,,5418,118,1024,,,,,,,,,
2020.2.3,甘肃,55,4,52,9,7,3,0,0,0,52,7,2,1584,273,1311,931,45,886,,,,,,
2020.2.3,青海,15,2,15,,,,,,,,,,284,3,281,,,,,,,,,
2020.2.3,宁夏,34,3,33,18,6,1,1,,,,6,,1180,,1180,,,,,,,,,
2020.2.3,新疆,29,5,29,,,0,0,0,0,,8,2,,,1592,,,,,,,,,
2020.2.4,全国,24324,3887,22942,23260,3971,892,262,490,65,,3219,,252154,18457,185555,,,,,,,,,
2020.2.4,北京,253,25,228,,,24,1,1,0,228,,10,,,,,,,,,,,,
2020.2.4,天津,67,4,65,,,2,1,0,0,,17,4,481,39,422,,,,,,,,,
2020.2.4,河北,135,9,130,144,58,4,1,1,0,0,12,0,4728,260,2866,,,,,,,,,
2020.2.4,山西,81,7,77,42,14,4,2,0,,77,4,4,2368,187,1511,,,,,,,,,
2020.2.4,内蒙古,42,7,41,16,,1,,,,,,,1181,51,1130,,,,,,,,,
2020.2.4,辽宁（截至2.5号22时）,81,7,72,,,2,1,,,,,,1436,326,1109,,,,,,,,,
2020.2.4,吉林,54,12,53,,,1,0,,,53,,,1627,451,1176,,,,,,,,,
2020.2.4,黑龙江,190,35,184,,78,4,2,2,,,21,,5609,579,3042,,,,,,,,,
2020.2.4,上海,233,25,220,194,26,12,2,1,0,220,7,8,,,,,,,,,,,,
2020.2.4,江苏,341,33,328,,,13,5,,,,3,,6476,412,5581,,,,,,,,,
2020.2.4,浙江,895,66,832,,,63,15,,,,65,16,16360,1398,11886,,,,,,,,,
2020.2.4,安徽,530,50,510,585,63,20,6,,,,,5,11604,,,5967,,,,,,,,
2020.2.4,福建,205,11,198,91,40,7,6,,,,14,9,,1077,4193,,193,3048,,,,,,
2020.2.4,江西,548,72,521,,,27,8,0,0,,43,0,13753,535,11391,,,,,,,,,
2020.2.4,山东,298,28,285,94,38,13,4,0,0,0,21,4,10264,1678,6067,,,,,,,,,
2020.2.4,河南,764,89,721,,52,41,21,2,0,,38,19,16088,2285,9695,,,,,,,,,
2020.2.4,湖北,16678,3156,15679,,,520,125,479,65,12627,1809,711,81039,,66764,,,,,,,,,
2020.2.4,湖南,711,50,655,,,56,21,0,0,,61,,17020,2053,10012,,,,,,,,,
2020.2.4,广东,870,73,838,136,-44,32,12,,,838,69,29,3247,,3247,,,,,,,,,
2020.2.4,广西,150,11,,111,11,,,,2,,10,4,6469,6,3972,,,,,,,,,
2020.2.4,海南,89,11,84,,,4,1,1,0,,11,,2042,988,1054,,,,,,,,,
2020.2.4,重庆,366,29,350,,,14,5,0,2,,24,10,10776,3543,7233,,,,,,,,,
2020.2.4,四川,301,19,277,,,23,9,1,0,277,,14,,824,6393,,,,,,,,,
2020.2.4,贵州,64,8,59,26,,5,3,0,0,,2,6,793,40+10确诊+3疑似,416,,,,,,,,,
2020.2.4,云南,122,5,122,,172,,,,,,13,3,,738,3670,,,,,,,,,
2020.2.4,西藏,,,,,,,,,,,,,,,,,,,,,,,,
2020.2.4,陕西,150,11,,111,11,,,,2,,10,4,6469,6,3972,,,,,,,,,
2020.2.4,甘肃,57,2,53,17,9,4,1,0,0,53,7,3,1784,475,1309,,,,,,,,,
2020.2.4,青海,17,2,17,,,,,,,,1,,331,7,324,,,,,,,,,
2020.2.4,宁夏,34,0,33,24,6,1,0,,,,5,,1262,,1262,,,,,,,,,
2020.2.4,新疆,32,3,32,,,0,0,0,0,,8,2,,,1929,,,,,,,,,
2020.2.5,全国,24702,5328,1153,261,563,73,26302,3859,,282813,21365,186354,,,,,,,,,,,,
2020.2.5,北京,274,21,242,,,31,7,1,0,242,,11,,,,,,,,,,,,
2020.2.5,天津,69,2,66,,,2,0,1,1,,,,,,,,,,,,,,,
2020.2.5,河北,157,22,149,504,60,7,3,1,0,0,13,0,5357,290,3077,,,,,,,,,
2020.2.5,山西,90,9,84,42,20,6,2,0,,84,7,4,2476,356,1257,,,,,,,,,
2020.2.5,内蒙古,46,4,43,7,,4,3,,,,,,1321,150,1171,,,,,,,,,
2020.2.5,辽宁（截至2.6号18时）,89,8,77,,,4,2（没有报告来源）,,,,,,1554,418,1135,,,,,,,,,
2020.2.5,吉林,59,5,57,,,2,1,,,57,,,1765,530,1235,,,,,,,,,
2020.2.5,黑龙江,227,37,217,,110,7,3,3,1,,24,,6323,443,3247,,,,,,,,,
2020.2.5,上海,196,2,15,3,1,0,238,8,8,,,,,,,,,,,,,,,
2020.2.5,江苏,373,32,347,,,26,13,,,,3,,7053,487,5671,,,,,,,,,
2020.2.5,浙江,954,59,873,,,81,18,,,,66,15,20191,1452,13979,,,,,,,,,
2020.2.5,安徽,669,84,23,3,,,,1,5,12753,,,7481,,,,,,,,,,,
2020.2.5,福建,215,10,204,78,22,11,4,,,,12,8,,1801,4159,,,,,,,,,
2020.2.5,江西,600,52,563,,,37,10,0,0,,53,0,14972,1461,11149,,,,,,,,,
2020.2.5,山东,343,45,325,85,23,18,5,0,0,0,25,6,11277,1047,6015,,,,,,,,,
2020.2.5,河南,851,87,795,,45,54,13,2,0,,38,24,17467,2415,9950,,,,,,,,,
2020.2.5,湖北,19665,2987,18483,,,633,113,549,70,14314,2328,756,90997,,64127,,,,,,,,,
2020.2.5,湖南,772,61,681,,,91,35,0,0,,57,,19031,2133,9890,,,,,,,,,
2020.2.5,广东,944,74,895,148,12,49,17,,,895,83,32,3530,,3530,,,,,,,,,
2020.2.5,广西,168,18,,127,16,,,,2,,12,3,7067,5,3845,,,,,,,,,
2020.2.5,海南,100,11,94,,,5,1,1,0,,14,,2198,1183,1015,,,,,,,,,
2020.2.5,重庆,389,23,372,,,15,1,2,0,,32,11,11700,4461,7239,,,,,,,,,
2020.2.5,四川,321,20,293,,,27,4,1,0,293,,18,,777,6782,,,,,,,,,
2020.2.5,贵州,69,5,62,37,,6,1,1,1,,9,4,1045,368,650,,,,,,,,,
2020.2.5,云南,128,6,128,,149,5,0,,,,13,2,,525,3659,,,,,,,,,
2020.2.5,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.2.5,陕西,165,23,163,215,41,2,1,,,,,,7040,449,800,,,,,,,,,
2020.2.5,甘肃,62,5,56,14,5,6,2,0,0,56,5,3,2104,768,1336,,,,,,,,,
2020.2.5,青海,18,1,15,,,3,3,,,,,,372,6,366,,,,,,,,,
2020.2.5,宁夏,40,6,39,39,15,1,0,,,,3,,1580,353,,,,,,,,,,
2020.2.5,新疆,36,4,36,,,0,0,0,0,,8,1,,,2210,,,,,,,,,
2020.2.6,全国,31161,3143,28985,26359,4833,1540,387,636,73,,4821,,314028,26762,186045,,,,,,,,,
2020.2.6,北京,297,23,263,157,,33,-209,1,0,263,,15,,,,,,,,,,,,
2020.2.6,天津,79,10,76,,,2,0,1,0,,28,7,599,62,516,,,,,,,,,
2020.2.6,河北,171,14,154,548,44,16,9,1,0,0,14,0,5916,487,3278,,,,,,,,,
2020.2.6,山西,96,6,74,54,22,12,6,0,,84,6,4,2710,331,1199,,,,,,,,,
2020.2.6,内蒙古,50,3,46,9,,4,0,,,,,,1289,195,1094,,,,,,,,,
2020.2.6,辽宁（截至2.7号22时）,94,5,84,,,5,1（没有报告来源）,,,,,,1710,797,913,,,,,,,,,
2020.2.6,吉林,60,6,57,,,2,0,1,1,60,,,2073,825,1248,,,,,,,,,
2020.2.6,黑龙江,277,50,266,,88,8,1,3,,,28,,7144,624,2595,,,,,,,,,
2020.2.6,上海,269,15,243,166,-30,25,10,1,0,243,10,8,,,,,,,,,,,,
2020.2.6,江苏,408,35,370,,,38,12,,,,4,1,7876,612,5882,,,,,,,,,
2020.2.6,浙江,1006,52,908,,,98,17,,,,72,21,22270,2034,13333,,,,,,,,,
2020.2.6,安徽,665,74,631,747,78,34,11,,,,1,6,14235,,,,,,,,,,,
2020.2.6,福建,224,9,209,94,45,15,4,,,,11,8,,2508,3642,,,,,,,,,
2020.2.6,江西,661,61,616,,,45,8,0,0,,58,0,16631,1279,11529,,,,,,,,,
2020.2.6,山东,379,36,348,96,35,31,13,0,0,0,22,6,12007,1369,5343,,,,,,,,,
2020.2.6,河南,914,63,843,,66,68,14,3,1,,48,27,19555,3356,10138,,,,,,,,,
2020.2.6,湖北,22112,2447,20677,,,817,184,618,69,15804,3161,841,101599,,64057,,,,,,,,,
2020.2.6,湖南,803,31,684,,,119,28,0,0,,57,,20119,1637,9341,,,,,,,,,
2020.2.6,广东,1018,74,949,170,22,68,19,1,1,949,85,34,3522,,3522,,,,,,,,,
2020.2.6,广西,172,14,,,,7,,,,,9,6,8008,,4009,,,,,,,,,
2020.2.6,海南,111,11,101,,,8,3,2,1,,15,,2570,1367,1203,,,,,,,,,
2020.2.6,重庆,411,22,385,,,24,9,2,0,,29,16,13066,5627,7439,,,,,,,,,
2020.2.6,四川,344,23,306,,,37,10,1,0,306,,19,,1166,7226,,,,,,,,,
2020.2.6,贵州,77,8,70,54,,6,0,1,0,,4,6,1045,369,648,,,,,,,,,
2020.2.6,云南,135,7,135,,,7,2,,,,16,2,,650,3281,,,,,,,,,
2020.2.6,西藏,1,,1,,,,,,,,,,,,,,,,,,,,,
2020.2.6,陕西,173,8,167,238,71,6,4,,,,,,7655,641,615,,,,,,,,,
2020.2.6,甘肃,67,5,58,21,10,9,3,0,0,58,5,3,2433,1138,1295,,,,,,,,,
2020.2.6,青海,18,0,15,,,3,,,,,1,,384,39,345,,,,,,,,,
2020.2.6,宁夏,43,3,42,45,6,1,0,,,,1,,1818,,,,,,,,,,,
2020.2.6,新疆,39,3,39,,,0,0,0,0,,7,2,,,2392,,,,,,,,,
2020.2.7,全国,34546,3399,31774,27657,4214,2050,510,722,86,,6101,,345498,26702,189660,,,,,,,,,
2020.2.7,北京,315,18,279,181,,34,1,2,1,279,,14,1202,498,,,,,,,,,,
2020.2.7,天津,81,2,78,,,2,0,1,0,,32,5,621,82,518,,,,,,,,,
2020.2.7,河北,195,24,169,584,36,25,9,1,0,0,16,0,6720,657,3423,,,,,,,,,
